long.,lat.,age,rooms,b_rooms,population,households,median_income,house_value
-117.12,32.69,37,4.083018868,1.109433962,4.324528302,265,2.0673,88500
-117.12,32.7,38,3.541125541,0.939393939,4.125541126,231,1.0531,65700
-117.12,32.7,37,4.149390244,1.06097561,4.262195122,328,1.1681,78100
-117.13,32.69,36,4.320588235,1.176470588,3.738235294,340,1.043,90100
-117.13,32.7,48,3.402597403,0.995670996,3.96969697,231,1.875,75600
-117.13,32.7,42,4.689922481,1.131782946,3.662790698,258,0.8991,78900
-117.13,32.7,38,4.047619048,1.098039216,3.602240896,357,1.4632,80200
-117.13,32.7,35,3.572727273,1.042424242,4.157575758,330,1.9509,70200
-117.12,32.71,33,3.912772586,1.031152648,4.096573209,321,1.9286,78500
-117.13,32.71,38,4.843902439,1.2,3.707317073,205,1.1563,82700
-117.13,32.71,42,3.729641694,1.022801303,3.628664495,307,1.2614,87500
-117.13,32.71,44,4.674931129,1.137741047,3.845730028,363,1.5474,83300
-117.13,32.72,32,3.667779633,1.040066778,2.978297162,599,1.901,120300
-117.12,32.71,24,3.725663717,0.89380531,3.504424779,113,0.6433,111300
-117.13,32.72,9,3.730474732,1.102603369,2.725880551,653,1.8299,137500
-117.13,32.72,19,3.725,1.208333333,2.911111111,360,1.975,117900
-117.12,32.72,36,4.960130187,1.0455655,2.516680228,1229,3.37,159100
-117.12,32.73,50,6.480337079,1.191011236,2.491573034,356,3.5156,168800
-117.12,32.73,52,5.170351105,0.933680104,2.275682705,769,3.4151,175400
-117.13,32.74,46,4.738700565,1.084745763,2.057909605,708,2.6604,170100
-117.13,32.73,52,5.339534884,0.995348837,2.237209302,215,5.454,240900
-117.13,32.73,52,4.983240223,1.037243948,2.199255121,537,3.6058,213100
-117.13,32.74,50,4.742236025,1.049689441,2.260869565,322,2.625,203200
-117.13,32.73,43,4.407166124,1.086319218,2.493485342,614,2.1513,145000
-117.13,32.72,43,4.778761062,1.115044248,2.701327434,452,2.4821,140600
-117.13,32.72,52,4.952380952,0.974603175,2.403174603,315,2.7083,199100
-117.13,32.73,52,4.638349515,1.007281553,1.88592233,412,2.2429,221100
-117.14,32.72,42,3.828009828,1.125307125,3.014742015,407,2.2804,139100
-117.13,32.72,17,3.141809291,1.034229829,2.953545232,409,1.758,126600
-117.14,32.71,34,3.985882353,1.070588235,3.451764706,425,2.1164,139400
-117.14,32.71,32,3.456730769,1.206730769,4.298076923,208,1.8456,103100
-117.14,32.72,43,3.845878136,1.23297491,2.365591398,279,2.0529,168800
-117.14,32.72,45,3.362831858,0.914454277,2.477876106,339,1.6156,156300
-117.14,32.72,34,3.255784062,1.107969152,2.584832905,778,2.1199,160400
-117.14,32.71,52,3.816199377,1.034267913,2.975077882,321,1.6011,106300
-117.14,32.71,52,3.296296296,1.057239057,3.282828283,297,1.2375,100000
-117.14,32.71,52,2.836879433,1.109929078,4.741134752,282,1.5594,87500
-117.14,32.71,52,4.62962963,0,4.444444444,108,1.8696,91100
-117.13,32.71,37,3.777089783,1.00619195,4.557275542,323,1.825,81500
-117.13,32.71,35,3.743902439,1.097560976,4.213414634,164,1.6953,81300
-117.14,32.71,43,4.644230769,1.225961538,4.120192308,208,1.2841,72000
-117.14,32.71,39,3.438413361,0.997912317,4.542797495,479,1.7642,82900
-117.14,32.7,32,3.878787879,1.06969697,4.045454545,330,1.6023,77300
-117.13,32.7,35,3.258928571,0.875,4.133928571,112,2.5588,78800
-117.14,32.7,43,3.829931973,0.982993197,3.850340136,294,2.1875,87000
-117.14,32.7,40,3.882911392,1.044303797,3.794303797,316,1.2188,92500
-117.14,32.7,36,4.553956835,1.064748201,4.007194245,139,1.5729,82700
-117.14,32.7,48,3.863636364,1.363636364,4.128787879,132,1.8008,86500
-117.14,32.7,44,3.103773585,1.028301887,4.099056604,212,1.9338,89400
-117.14,32.7,47,3.172413793,0.925287356,3.408045977,174,0.9589,90000
-117.15,32.7,50,3.958333333,1.433333333,4.025,120,1.3657,162500
-117.15,32.71,52,2.337209302,1.063953488,3.238372093,172,1.3125,87500
-117.15,32.7,52,2.759036145,0.891566265,7.728915663,166,1.2863,86300
-117.15,32.71,52,2.333333333,0.88172043,5.709677419,93,1.6607,137500
-117.15,32.72,52,2.340136054,1.204081633,3.129251701,147,1.2292,137500
-117.16,32.72,52,2.015345269,1.184143223,2.058823529,391,0.9142,162500
-117.16,32.71,52,2.253333333,1.202666667,3.28,375,1.0918,22500
-117.16,32.71,5,3.295663601,1.086727989,2.714848883,761,1.3092,325000
-117.17,32.71,7,3.889235569,1.081123245,1.483619345,641,4.2375,205000
-117.17,32.71,39,2.752212389,1.601769912,1.82300885,113,0.7685,187500
-117.14,32.73,26,4.128440367,1.211009174,2.908256881,109,4,137500
-117.15,32.72,51,2.647294589,0,1.565130261,499,1.3071,250000
-117.16,32.72,24,1.968051118,1.059105431,1.891373802,626,1.0391,162500
-117.16,32.73,52,2.839160839,1.097902098,1.913752914,429,1.9597,200000
-117.16,32.72,27,2.760532151,1.044345898,1.44789357,451,1.2668,225000
-117.17,32.73,52,2.853146853,1,2.188811189,143,1.815,116700
-117.17,32.72,44,2.733624454,1.11790393,2.497816594,229,1.5909,262500
-117.16,32.73,52,3.149812734,1.155430712,1.634831461,534,2.0972,112500
-117.16,32.73,52,3.778904665,1.133874239,1.837728195,493,1.9203,195800
-117.17,32.73,52,3.538116592,1.091928251,1.970852018,446,2.4069,215000
-117.16,32.74,49,4.426829268,1.207317073,1.465853659,410,3.0571,418800
-117.16,32.74,43,3.791556728,1.071240106,1.82585752,379,3.1979,466700
-117.17,32.74,39,4.907096774,1.04,2.021935484,775,3.7039,361500
-117.17,32.74,38,4.582048957,1.05893019,2.14505893,1103,2.9422,289400
-117.17,32.73,52,2.5,0.818181818,2.954545455,22,1.6591,112500
-117.2,32.76,40,3.724358974,1.006410256,1.91025641,156,2.4,255000
-117.19,32.75,33,4.144981413,1.17472119,2.167286245,269,2.5882,258300
-117.18,32.74,20,4.774590164,1.102459016,1.881147541,244,3.175,191700
-117.19,32.75,52,5,1,2.6,5,0.536,162500
-117.21,32.75,15,2.553571429,1.044642857,1.360119048,672,1.0612,300000
-117.21,32.74,45,5.5,1.06,3.6,550,2.2982,87500
-117.21,32.75,27,4.062745098,1.047058824,2.192156863,510,2.8043,262100
-117.22,32.75,24,4.47826087,1.127002288,2.456521739,874,2.9735,225000
-117.22,32.75,26,3.782608696,1.005434783,2.086956522,184,2.6121,125000
-117.23,32.75,23,4.052013423,1.095637584,2.139261745,596,3.1389,101800
-117.22,32.75,26,5.609090909,1.018181818,2.281818182,110,3.8036,162000
-117.23,32.75,11,3.895022624,1.126696833,1.773755656,1105,3.3456,159800
-117.21,32.74,52,6.450777202,0.901554404,2.424870466,193,6.9322,334500
-117.22,32.74,52,6.752631579,0.910526316,2.294736842,190,7.4029,345700
-117.22,32.74,52,6.028708134,0.966507177,2.655502392,209,7.2758,345200
-117.22,32.74,41,5.564755839,1.1507431,2.280254777,471,2.4016,287500
-117.22,32.75,34,5.597947761,1.036380597,2.475746269,1072,4.5878,291000
-117.22,32.73,38,5.440329218,1.053497942,2.249657064,729,3.8409,291400
-117.23,32.73,35,4.567398119,1.070532915,2.448275862,638,2.5259,240200
-117.23,32.73,44,4.5625,1.02734375,1.98828125,256,2.7273,269700
-117.23,32.72,43,4.533333333,0.995238095,1.866666667,210,2.1635,244200
-117.23,32.74,44,6.470046083,1.055299539,2.3640553,217,4.1806,263800
-117.24,32.74,43,5.711340206,0.966494845,2.365979381,388,5.5289,297700
-117.24,32.73,37,6.438746439,1.008547009,2.304843305,351,5.9113,388300
-117.23,32.73,36,7.743396226,1.083018868,2.637735849,265,7.5557,441400
-117.23,32.72,38,5.066308244,1.041218638,1.741935484,558,3.2361,500001
-117.24,32.71,32,6.859967051,1.154859967,2.103789127,607,6.6661,500001
-117.24,32.72,39,7.150462963,0.997685185,2.719907407,432,7.5925,466700
-117.24,32.72,39,6.550600343,1.018867925,2.334476844,583,6.6013,396400
-117.25,32.73,38,6.501766784,1.028268551,2.236749117,283,4.9125,383600
-117.25,32.72,36,6.281622912,1.07398568,4.863961814,419,6.5319,345800
-117.25,32.72,33,7.016736402,0.953974895,2.631799163,239,6.597,496400
-117.25,32.73,37,6.521994135,0.970674487,2.407624633,341,6.3331,400000
-117.28,32.73,44,6.120253165,1.028481013,2.477848101,316,4.8684,358600
-117.28,32.74,33,4.235772358,1.130081301,1.81402439,984,2.7515,247700
-117.25,32.74,36,4.096997691,1.103926097,1.903002309,866,2.6962,288200
-117.25,32.74,36,4.367541766,1.026252983,1.801909308,419,2.9904,286800
-117.25,32.74,40,4.244660194,1.066019417,1.850485437,515,2.8007,257100
-117.24,32.74,44,5.657718121,0.956375839,2.389261745,298,4.0268,298600
-117.24,32.74,44,5.295373665,0.921708185,2.37366548,281,4.0862,321800
-117.25,32.73,39,6.205882353,0.941176471,2.334558824,272,4.5938,367400
-117.23,32.75,5,4.281690141,0,2.093896714,426,3.4286,137500
-117.23,32.75,21,3.727272727,1.105454545,2.056363636,550,2.4779,165000
-117.23,32.74,16,5.485074627,1.037313433,2.231343284,134,4.6354,179200
-117.23,32.74,16,5.072727273,1.049350649,2.072727273,385,4.8167,169800
-117.23,32.74,35,4.780621572,0.959780622,2.398537477,547,4.1339,238200
-117.24,32.74,45,5.221884498,0.890577508,2.300911854,329,4.05,284900
-117.24,32.75,36,4.289393939,1.013636364,1.937878788,660,2.9896,252700
-117.24,32.75,36,4.461538462,1.141826923,1.975961538,416,2.3042,220600
-117.24,32.75,41,4.067484663,1.051124744,2.075664622,489,2.79,226000
-117.25,32.74,36,3.887147335,0.971786834,1.808777429,319,2.6625,248200
-117.25,32.75,32,3.797860963,1.109090909,1.851336898,935,2.2017,208300
-117.25,32.75,36,3.928716904,1.071283096,1.983706721,491,1.7622,205800
-117.24,32.75,33,3.492063492,1.082892416,1.864197531,567,2.2042,231300
-117.25,32.75,37,3.153846154,1,1.710875332,377,2.4672,216700
-117.28,32.75,34,3.226973684,1.029605263,1.671052632,304,2.2328,266700
-117.25,32.79,37,4.144067797,1.248587571,1.838983051,354,2.375,340400
-117.25,32.79,43,4.419512195,1.170731707,2.234146341,205,1.8365,328600
-117.25,32.78,36,4.894230769,1.368589744,2.275641026,312,2.7857,291700
-117.25,32.78,21,3.8515625,1.260416667,1.713541667,384,2.45,350000
-117.28,32.77,38,5.068,1.36,1.768,250,4.3403,500000
-117.25,32.77,32,4.167010309,1.080412371,2.006185567,485,3.18,362500
-117.25,32.77,35,3.996794872,1.105769231,1.804487179,624,4.0313,385300
-117.25,32.76,38,5.383371824,1.138568129,1.930715935,433,4.9125,452600
-117.22,32.78,22,4.708624709,1.086247086,2.354312354,429,3.4527,175000
-117.23,32.79,23,4.144694534,1.069131833,1.590032154,622,3.5484,238000
-117.23,32.79,28,3.975688817,1.050243112,1.753646677,617,3.625,266700
-117.23,32.78,35,4.580555556,0.986111111,2.072222222,360,4.6293,356500
-117.24,32.78,44,5.171428571,1.026190476,2.123809524,420,4.1742,342200
-117.24,32.79,17,5.039473684,1.166666667,1.76754386,228,4.1652,241700
-117.24,32.79,18,4.826996198,1.171102662,1.83269962,526,3.4306,275000
-117.24,32.79,20,3.783464567,1.094488189,2.066929134,254,3.1838,245800
-117.24,32.79,25,6.671875,2.159375,1.76875,320,2.6902,212500
-117.24,32.79,18,6.151943463,2.127208481,1.795053004,283,3.2625,193800
-117.21,32.8,19,3.43231441,1.231441048,2.292576419,229,1.7273,137500
-117.22,32.8,23,3.881873727,1.069246436,2.095723014,491,2.93,183300
-117.23,32.8,22,4.001342282,1.171812081,2.35033557,745,2.3482,190600
-117.23,32.8,27,3.848664688,1.053412463,2.302670623,337,2.4643,244400
-117.23,32.81,28,5.647940075,0.985018727,3.730337079,267,3.8026,270000
-117.22,32.81,21,4.615176152,0.907859079,2.444444444,369,3.7813,362500
-117.25,32.8,37,4.104868914,0.973782772,1.835205993,267,3.2663,270600
-117.25,32.8,32,3.731934732,1.090909091,1.703962704,429,2.5568,258300
-117.25,32.8,30,3.571923744,1.093587522,1.745233969,577,2.5813,253100
-117.25,32.8,31,3.642737896,1.051752922,1.784641068,599,2.9781,212500
-117.25,32.79,27,2.845637584,1.006711409,1.526845638,298,3.0774,275000
-117.25,32.79,25,4.304232804,0.992063492,1.944444444,378,3.6429,317100
-117.28,32.8,20,5.655384615,1.661538462,1.892307692,325,3.5486,193800
-117.23,32.8,21,4.514869888,1.076208178,1.879182156,538,3.225,229400
-117.23,32.8,31,3.781671159,1.045822102,1.95148248,371,2.6403,216100
-117.23,32.8,28,3.979976443,1.081272085,2.177856302,849,3.0293,241700
-117.24,32.8,26,4.302005013,1.093984962,1.869674185,798,2.9258,234800
-117.24,32.8,28,3.339563863,1.031152648,2.15576324,321,2.1357,187500
-117.24,32.8,18,3.801724138,1.139655172,1.506896552,580,3.8018,112500
-117.24,32.8,19,3.703777336,0.988071571,1.725646123,503,2.288,210000
-117.24,32.8,30,4.386727689,1.057208238,1.894736842,437,2.4671,276300
-117.24,32.8,29,4.004744958,1.046263345,1.794780546,843,3.101,238200
-117.25,32.81,32,4.515037594,1.035714286,1.917293233,532,3.3942,307400
-117.25,32.8,35,4.598790323,1.02016129,2.026209677,496,4.2296,275000
-117.25,32.8,26,3.913461538,1.056089744,1.817307692,624,3.3274,295500
-117.26,32.81,25,3.747292419,1.057761733,1.913357401,554,2.8421,227800
-117.26,32.81,30,4.048780488,1.054878049,1.759146341,328,2.3284,290600
-117.26,32.81,37,4.091139241,1.065822785,1.64556962,395,2.92,326500
-117.29,32.81,35,7.307392996,1.19844358,2.326848249,257,6.9553,500001
-117.26,32.8,30,4.203488372,1.119186047,1.889534884,344,3.744,450000
-117.24,32.81,33,5.275747508,0.96013289,2.26910299,301,5.4103,332400
-117.24,32.81,34,6.173469388,0.99744898,2.339285714,392,6.5881,394400
-117.25,32.81,39,5.610942249,1.063829787,2.325227964,329,3.9187,311900
-117.27,32.84,34,4.02676399,1.094890511,2.116788321,411,3.2109,376000
-117.28,32.84,41,4.522292994,1.076433121,2.038216561,314,2.9306,360300
-117.27,32.83,39,4.589242054,1.041564792,1.968215159,409,3.875,410000
-117.28,32.83,34,3.864297254,1.054927302,1.50726979,619,3.7306,500000
-117.31,32.83,38,5.530373832,1.121495327,2.081775701,428,4.1477,500001
-117.27,32.82,35,5.497164461,1.124763705,2.018903592,529,4.1793,500001
-117.27,32.82,42,5.64,0.976,2.35,500,4.5083,405200
-117.31,32.82,42,8.363363363,1.168168168,2.501501502,333,11.3074,500001
-117.27,32.85,34,5.184729064,1.093596059,1.921182266,406,2.3187,488900
-117.28,32.84,21,4.112227806,1.105527638,1.700167504,597,3.7596,381300
-117.27,32.85,26,5.123134328,0,2.268656716,268,4.425,475000
-117.3,32.85,28,4.22826087,1.257246377,1.394927536,552,3.1324,500001
-117.23,32.81,24,6.786307054,1.053941909,3.10373444,482,5.9359,422200
-117.23,32.81,22,7.817073171,1.046341463,2.641463415,410,8.1844,406300
-117.24,32.82,20,7.364179104,0.991044776,2.182089552,335,7.2559,392300
-117.25,32.84,19,9.020512821,1.097435897,3.379487179,195,10.7751,500001
-117.26,32.85,30,7.904761905,1.08008658,2.116883117,462,8.2374,500001
-117.25,32.83,17,8.609958506,1.087136929,2.921161826,241,10.9529,500001
-117.27,32.84,26,6.566666667,1.095,1.966666667,600,6.1025,500001
-117.23,32.88,18,3.817558299,1.004801097,4.323045267,1458,1.858,205000
-117.22,32.85,26,6.359073359,1.007722008,2.67953668,259,4.6875,274400
-117.22,32.84,19,7.352459016,0.948087432,3.153005464,366,8.051,363600
-117.23,32.85,25,7.367595819,1.047038328,2.846689895,574,6.3955,316700
-117.21,32.86,24,7.308943089,1.004065041,3.197154472,492,6.5382,326000
-117.21,32.86,26,6.230414747,0.930875576,3.013824885,217,5.3693,260700
-117.21,32.85,15,5.686403509,1.14254386,1.975877193,456,4.2065,277800
-117.21,32.85,26,6.005970149,0.940298507,2.602985075,335,5.4067,277500
-117.24,32.83,18,8.448369565,1.361413043,2.578804348,368,7.4351,445700
-117.25,32.82,19,7.248275862,1.051034483,2.445517241,725,7.8013,474000
-117.25,32.82,23,7.607187113,1.02354399,2.522924411,807,9.5245,500001
-117.26,32.83,24,8.893048128,1.064171123,3.090909091,187,10.7721,500001
-117.26,32.82,34,7.825970549,1.050870147,2.432396252,747,8.496,500001
-117.27,32.83,35,8.02259887,1.09039548,2.649717514,177,8.0639,500001
-117.29,32.92,25,6.578212291,1.06424581,2.298882682,358,6.8322,500001
-117.25,32.86,30,8.267326733,1.084158416,3,202,12.4429,500001
-117.25,32.86,25,5.833667335,1.068136273,2.278557114,499,5.1023,500001
-117.25,32.86,27,7.760736196,1.438650307,1.82208589,326,7.2821,500001
-117.26,32.85,42,6.905882353,1.290196078,1.882352941,255,5.3787,500001
-117.24,32.85,18,8.470108696,1.29076087,2.456521739,368,6.7587,388500
-117.24,32.85,22,7.906818182,1.018181818,2.845454545,440,10.0707,500001
-117.19,32.86,18,5.876388889,1.011111111,2.819444444,720,6.1805,272400
-117.19,32.86,19,6.330494037,0.95911414,3.045996593,587,5.2113,267400
-117.2,32.85,22,6.025817556,1.08605852,2.232358003,581,4.7891,295300
-117.2,32.85,26,4.140540541,0.989189189,1.765765766,555,2.4207,213500
-117.19,32.85,15,6.534988713,1.124153499,2.627539503,443,5.102,417500
-117.23,32.87,15,3.855218855,1.114478114,1.740740741,594,3.0104,204200
-117.23,32.86,16,5.045180723,1.06626506,1.819277108,332,5.2326,188300
-117.23,32.86,15,4.050675676,1.016891892,1.722972973,296,3.6083,180100
-117.23,32.86,15,6.039007092,1.134751773,2.081560284,282,5.0855,209800
-117.23,32.86,16,2.708803612,1.056433409,1.46275395,443,3.045,100000
-117.23,32.87,11,4.925867508,1.167192429,1.929022082,634,5.417,196800
-117.21,32.86,16,5.405405405,1.092664093,2.445945946,518,3.2794,148600
-117.22,32.87,14,4.434343434,1.018939394,2.316919192,792,3.35,171000
-117.22,32.86,4,3.900622605,1.097940613,1.820881226,4176,3.6287,280800
-117.22,32.87,5,3.824618736,1.098039216,1.741830065,918,3.8542,176600
-117.21,32.89,14,4.012886598,0.996134021,2.051546392,776,3.3176,156100
-117.2,32.86,4,4.622317597,1.174892704,2.063304721,932,3.9356,267000
-117.21,32.87,12,5.308550186,1.126394052,1.962825279,269,4.1429,254400
-117.15,32.91,15,6.720833333,1.2625,2.925,240,4.875,169300
-117.15,32.91,14,5.097165992,0.963562753,3.599190283,247,4.9464,174800
-117.16,32.91,5,5.469594595,0.918918919,3.591216216,296,6.0891,214600
-117.15,32.91,10,5.4,0.990804598,3.673563218,435,4.8229,183200
-117.15,32.9,12,4.643646409,1.052486188,2.900552486,362,4.2008,176100
-117.16,32.89,5,4.694033935,1.068418172,2.740010947,1827,4.3598,189100
-117.12,32.91,8,3.709150327,1.046840959,1.897603486,918,2.8728,114600
-117.13,32.91,15,5,0.917241379,2.575862069,290,3.6111,196300
-117.13,32.91,16,5.607638889,1.005208333,3.168402778,576,4.2969,151200
-117.13,32.91,16,4.648972603,0.994863014,2.772260274,584,4,154700
-117.14,32.91,14,4.275177305,1.007092199,3.070921986,705,3.7837,160300
-117.14,32.9,16,4.682678311,0,2.989810771,687,4.2234,162100
-117.13,32.9,15,4.420634921,1.022222222,2.853968254,630,3.7156,175200
-117.12,32.9,14,3.877088305,1.118138425,2.301909308,838,2.8588,92500
-117.12,32.9,13,4.937677054,1.028328612,2.419263456,353,4.6667,138200
-117.13,32.92,16,5.529262087,1.015267176,3.715012723,393,4.2614,169600
-117.13,32.92,17,4.936666667,1.05,3.34,300,3.6196,163400
-117.14,32.92,7,3.353846154,1.071794872,1.964102564,390,3.2151,106300
-117.14,32.92,6,4.169836957,1.019021739,2.09375,736,3.814,132500
-117.14,32.92,15,5.467116358,1.003372681,3.264755481,593,4.9706,184700
-117.13,32.92,16,6.053639847,0.923371648,3.513409962,261,4.7266,191100
-117.13,32.92,16,6.548117155,1.075313808,3.736401674,239,5.5036,192300
-117.13,32.94,15,5.888213852,1.002430134,3.39854192,823,4.9375,180400
-117.13,32.93,16,6.572072072,1,3.822072072,444,5.3062,195500
-117.14,32.93,14,4.98974359,1.187179487,3.08974359,390,4.2109,171200
-117.14,32.93,12,3.962365591,0.978494624,2.712365591,372,4.0521,166700
-117.14,32.93,16,5.71563981,0.992890995,3.819905213,422,4.5086,171100
-117.12,32.93,7,5.970711297,1.016736402,3.878661088,239,5.3625,218900
-117.15,32.93,16,6.306264501,1.016241299,3.515081206,431,5.1433,185300
-117.14,32.92,15,4.692771084,0.945783133,2.858433735,332,5.2864,174400
-117.15,32.92,16,4.774818402,0.973365617,3.334140436,413,4.4615,168300
-117.15,32.92,16,5.813267813,0.963144963,3.641277641,407,4.9024,182900
-117.15,32.92,16,6.384946237,1.105376344,3.427956989,465,4.5221,168300
-117.18,32.92,4,6.281354515,1.093645485,3.160535117,2392,5.196,210700
-117.25,32.96,18,6.666201117,1.037709497,2.751396648,716,6.6199,406200
-117.26,32.95,15,6.598726115,0.949044586,2.515923567,157,5.8343,500001
-117.26,32.95,15,8.593607306,1.063926941,3.214611872,219,6.9794,500001
-117.25,32.94,16,6.28968254,1.067460317,2.419312169,756,6.7694,425900
-117.25,32.94,15,6.094594595,1.14527027,2.273648649,296,5.9806,370500
-117.24,32.95,18,6.547325103,1.102880658,2.251028807,243,5.9547,329300
-117.24,32.94,12,5.60880829,1.132124352,2.051813472,386,5.2648,294400
-117.13,32.98,5,7.179810726,0.981072555,3.652996845,317,6.4321,271900
-117.13,32.97,10,7.217391304,0.971014493,3.519668737,483,6.4696,249500
-117.18,32.95,4,7.784104875,1.101188038,3.678820156,2441,6.3237,260900
-117.14,32.96,12,7.61715749,1.023047375,3.759282971,781,6.3721,241500
-117.13,32.96,15,7.844290657,1.010380623,4.083044983,289,6.712,240200
-117.24,32.98,4,6.534079349,1.060020346,2.652085453,983,7.6348,337000
-117.21,32.96,3,7,1.106382979,2.609182531,893,8.4355,467600
-117.22,32.95,4,6.11437247,1.070512821,2.463225371,2964,6.357,322500
-117.22,32.83,34,5.141856392,1.045534151,2.647985989,571,3.7841,176900
-117.22,32.83,31,5.436813187,0.998626374,2.642857143,728,5.4605,190200
-117.22,32.83,17,5.482926829,0.912195122,2.697560976,205,5.7451,237300
-117.22,32.83,31,5.199186992,1.040650407,2.365853659,492,3.4318,200400
-117.22,32.82,35,5.558823529,0.992647059,3.110294118,136,3.5234,183900
-117.2,32.84,34,5.872154116,0.952714536,2.772329247,571,4.55,187700
-117.2,32.84,32,5.22622108,1.01285347,2.542416452,389,3.2583,181400
-117.21,32.84,34,6.441791045,1.092537313,3.12238806,335,4.5402,182100
-117.2,32.83,36,4.818584071,1.061946903,2.756637168,226,2.5909,176000
-117.21,32.83,36,4.510703364,1.003058104,2.464831804,327,3.5078,166000
-117.21,32.83,28,6.317738791,1.038986355,2.600389864,513,4.1806,199600
-117.21,32.83,35,4.42074364,0.980430528,2.622309198,511,3.4482,162500
-117.21,32.81,33,5.64852071,1.033136095,2.312426036,845,4.3862,184800
-117.21,32.82,31,5.652777778,1.063888889,2.405555556,360,3.8529,212000
-117.21,32.81,27,6.90052356,1.130890052,2.591623037,191,5.2837,283800
-117.22,32.82,22,5.134615385,1.092032967,2.027472527,728,3.7963,303100
-117.22,32.81,24,3.596059113,0.965517241,1.650246305,203,3.5078,362500
-117.2,32.83,35,4.399361022,1.118210863,2.530351438,313,2.8472,161400
-117.2,32.82,35,5.135021097,0.928270042,2.713080169,237,3.9464,171600
-117.2,32.82,35,5.320537428,1.030710173,2.671785029,521,3.337,172300
-117.19,32.82,34,6.395348837,1.009966777,2.689368771,602,5.0465,208200
-117.19,32.82,35,6.208092486,1.040462428,2.554913295,173,5.253,204000
-117.19,32.82,35,6.154061625,0.988795518,2.647058824,357,4.9219,192900
-117.18,32.84,31,5.581056466,1.047358834,2.68852459,549,3.6667,175900
-117.18,32.84,30,4.851694915,1.108050847,2.694915254,472,3.5606,165100
-117.18,32.84,32,5.022304833,0.881040892,3.059479554,269,4.2768,167800
-117.19,32.84,30,5.781902552,0.94199536,2.900232019,431,5.5277,197100
-117.19,32.84,35,5.546568627,1.046568627,2.453431373,408,3.875,172000
-117.18,32.83,23,4.349173554,1.084710744,2.516528926,484,3.375,184100
-117.19,32.83,30,4.878464819,0.955223881,2.643923241,469,4.0114,169800
-117.19,32.83,30,6.062030075,1.043233083,3.009398496,532,4.3317,173300
-117.17,32.83,24,6.681132075,1,3.001886792,530,5.3538,212500
-117.17,32.82,24,4.088161209,1.050377834,2.294710327,397,2.7401,198100
-117.17,32.82,21,4.972270364,1.032928943,2.549393414,577,3.0375,197600
-117.18,32.83,27,6.289544236,1.069705094,2.962466488,373,4.2708,182800
-117.18,32.83,31,5.062857143,1.008571429,3.114285714,350,3.9265,162000
-117.16,32.82,28,5.997382199,0.971204188,2.87434555,382,4.6875,188000
-117.17,32.81,26,6.464,1.034666667,2.597333333,375,4.739,184100
-117.17,32.81,26,6.304,1.016,2.768,125,5.0603,185700
-117.18,32.81,19,4.521537442,1,2.507620941,1509,3.1032,179500
-117.17,32.82,24,4.887850467,1.174454829,2.22741433,321,3.1146,187500
-117.16,32.81,14,4.14559387,1.053639847,1.959770115,1044,2.2899,159000
-117.16,32.81,35,6.701657459,1.104972376,2.939226519,181,3.6806,172400
-117.16,32.8,37,5.275,0.9875,2.6375,80,3.0625,159700
-117.16,32.8,22,3.758735441,1.054908486,2.018302829,601,2.5,177800
-117.16,32.81,34,6.002638522,0.98944591,2.693931398,379,3.6371,176300
-117.17,32.81,33,6.278688525,1.036885246,2.776639344,488,4.22,178700
-117.14,32.83,25,4.617521368,0.987179487,1.914529915,468,2.2284,177500
-117.18,32.82,25,5.628205128,0.96474359,2.314102564,312,4.5625,162300
-117.18,32.81,28,6.899598394,1.078313253,3.018072289,498,4.7679,204000
-117.19,32.81,33,6.228843862,0.992848629,2.647199046,839,5.1491,207000
-117.18,32.8,10,6.274220033,1.036124795,2.63546798,609,5.5454,217100
-117.18,32.8,30,6.249363868,0.992366412,2.600508906,393,3.8542,198500
-117.18,32.79,30,4.888157895,1.037593985,2.782894737,1064,3.2661,140400
-117.17,32.79,44,3.442922374,0.9847793,4.579908676,657,2.2663,123600
-117.17,32.79,43,4.452631579,1.042105263,3.319298246,285,2.1447,133300
-117.16,32.8,25,3.94084507,0.926760563,3.684507042,355,2.5682,187500
-117.17,32.8,20,5.274253731,1.03358209,3.399253731,536,3.4706,157600
-117.15,32.8,27,4.018672199,1.114107884,2.512448133,482,2.75,87500
-117.15,32.8,23,4.907786885,0.975409836,4.680327869,488,3.7292,146300
-117.16,32.78,24,4.939058172,1.059556787,2.350415512,722,3.6375,178600
-117.16,32.79,32,4.053864169,0.967213115,3.674473068,427,3.3375,154300
-117.17,32.78,17,4.07309322,1.113347458,3.286016949,944,2.3658,164100
-117.16,32.78,34,4.883495146,0.947572816,3.095145631,515,3.7381,165000
-117.17,32.78,42,4.088888889,1.12962963,3.303703704,270,2.2768,145200
-117.17,32.77,35,4.978647687,0.975088968,2.473309609,281,3.767,166800
-117.17,32.77,6,4.725490196,1.072303922,1.895833333,816,4.5481,164800
-117.18,32.77,16,3.367375887,1.106382979,1.295035461,705,2.7386,87500
-117.18,32.76,8,4.577447336,1.235439901,1.607187113,807,3.6492,158900
-117.18,32.76,17,3.13215859,1.118942731,1.440528634,227,2.6493,67500
-117.18,32.78,21,4.214501511,1.025176234,3.144008056,993,3.0481,210000
-117.18,32.77,23,5.424107143,1.004464286,2.642857143,224,3.4,200600
-117.21,32.81,26,6.568421053,1.071052632,2.794736842,380,5.5413,302100
